Mine Name,CAAQMS_Source_Name,CAAQMS_Match_Type,Environmental_Anomaly,Environmental_Risk_Score,Environmental_Min_Anomaly_Score,Environmental_Anomaly_Count,Environmental_Observations,Environmental_Anomaly_Rate,Environmental_Available,Production_Source_Name,Production_Match_Type,Operational_ZScore,Operational_Absolute_ZScore,Operational_Anomaly,Operational_Anomaly_Category,Operational_Anomaly_Reason,Operational_Change,Data_Sufficient,Operational_Available,Evidence_Count,Evidence_Coverage,Evidence_Status,Safety_Evidence_Available,Safety_Evidence_Status
"Ghonsa,",,,,,,,,,0,"Ghonsa,",Contextual_Fuzzy,-0.0637311334118071,0.0637311334118071,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.1399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gidi `A',,,,,,,,,0,Gidi `A',Contextual_Fuzzy,0.0519013021118376,0.0519013021118376,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.26,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gidi `C',,,,,,,,,0,Gidi `C',Contextual_Fuzzy,-0.0830032059990811,0.0830032059990811,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.12,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Giridih OC,,,,,,,,,0,Giridih OC,Contextual_Fuzzy,-0.3913563673954668,0.3913563673954668,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Godavari Khani 1 & 3,,,,,,,,,0,Godavari Khani-1 & 3,Contextual_Fuzzy,-0.2082716778163627,0.2082716778163627,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Godavari Khani-11 Incline,,,,,,,,,0,Godavari Khani-11 Incline,Contextual_Fuzzy,-0.4202644762763778,0.4202644762763778,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2299999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Godavari Khani-2 & 2A,,,,,,,,,0,Godavari Khani-2 & 2A,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Godavarikhani V OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gokul OC Mine + Gokul Extn.,,,,,,,,,0,Gokul OC Mine + Gokul Extn.,Contextual_Fuzzy,-0.2660878955781849,0.2660878955781849,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0699999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gondudih/Khas Kusunda,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gopalichuck,,,,,,,,,0,Gopalichuck,Contextual_Fuzzy,-0.0155509519436218,0.0155509519436218,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.1899999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gopinathpur,,,,,,,,,0,Gopinathpur,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gotitoria E & W,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gourangdi-A OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gourangdih Extn OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Gouri -Pauni(A) OCM,,,,,,,,,0,Gouri -Pauni(A) OCM,Contextual_Fuzzy,1.4394905283955728,1.4394905283955728,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.6999999999999995,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gouri Deep,,,,,,,,,0,Gouri Deep,Contextual_Fuzzy,-0.3720842948081927,0.3720842948081927,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.18,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Gouthampur Khani OCP,,,,,,,,,0,Gouthampur Khani OCP,Contextual_Fuzzy,-0.6418933110300301,0.6418933110300301,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.4599999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Govindpur,,,,,,,,,0,"Govindpur,",Contextual_Fuzzy,-0.2082716778163627,0.2082716778163627,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Govindpur Ph-II OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
GP-IV-8 Coal Mine,,,,,,,,,0,GP-IV-8 Coal Mine,Contextual_Fuzzy,-0.439536548863652,0.439536548863652,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.25,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Haldibari,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Hariajam,,,,,,,,,0,Hariajam,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Hindustan Lalpeth Colliery No.1,,,,,,,,,0,Hindustan Lalpeth Colliery No.1,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Hindustan Lalpeth OC,,,,,,,,,0,Hindustan Lalpeth OC,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Hingula OCP,,,,,,,,,0,Hingula OCP,Contextual_Fuzzy,0.4566148264445935,0.4566148264445935,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.6799999999999997,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Hirakhand Bundia Mine,,,,,,,,,0,Hirakhand Bundia Mine,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Hurra C,,,,,,,,,0,Hurra'C',Contextual_Fuzzy,1.5647590002128549,1.5647590002128549,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.83,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
"Indaram Khani-1A, Incline",,,,,,,,,0,"Indaram Khani-1A, Incline",Contextual_Fuzzy,-0.4684446577445632,0.4684446577445632,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.2799999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Indaram Khani-OC,,,,,,,,,0,Indaram Khani-OC,Contextual_Fuzzy,-0.4684446577445632,0.4684446577445632,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.28,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Int. Lakhanpur-Belpahar-Lilari OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Itapara OC Patch,,,,,,,,,0,Itapara OC Patch,Contextual_Fuzzy,-0.2853599681654592,0.2853599681654592,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.09,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
J. K. Nagar Colliery,,,,,,,,,0,J. K. Nagar Colliery,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jaganathpur,,,,,,,,,0,Jaganathpur,Contextual_Fuzzy,0.3506184272145865,0.3506184272145865,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.5700000000000003,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jagannath Re-org OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Jalagam Vengala Rao OC-2,,,,,,,,,0,Jalagam Vengala Rao OC-2,Contextual_Fuzzy,0.8324202418964394,0.8324202418964394,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.0700000000000005,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jalipa,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Jamadoba Colliery,,,,,,,,,0,"Jamadoba Colliery,",Contextual_Fuzzy,-0.3431761859272815,0.3431761859272815,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.15,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jambad OCP,,,,,,,,,0,Jambad OCP,Contextual_Fuzzy,-0.3046320407527332,0.3046320407527332,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.1099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jambad UG Colliery,,,,,,,,,0,Jambad UG Colliery,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jamkhani Coal Mine,,,,,,,,,0,Jamkhani Coal Mine,Contextual_Fuzzy,1.1889535847610098,1.1889535847610098,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.44,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jampali,,,,,,,,,0,Jampali,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jamuna 9 & 10 Jamuna RO,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Jarangdih OC,,,,,,,,,0,Jarangdih OC.,Contextual_Fuzzy,0.3891625723891344,0.3891625723891344,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.61,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
"Jawahar Khani OC-5,",,,,,,,,,0,"Jawahar Khani OC-5,",Contextual_Fuzzy,-0.6900734924982153,0.6900734924982153,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.5099999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jayant Project,,,,,,,,,0,Jayant Project,Contextual_Fuzzy,3.0198004805520497,3.0198004805520497,1.0,Highly Unusual,Production increased by 3.34 MT compared with the previous year; the change is statistically unusual (Z-score: 3.02).,3.34,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jhanjra Project Colliery,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Jharkhand OCP,,,,,,,,,0,Jharkhand OCP,Contextual_Fuzzy,-0.1600914963481776,0.1600914963481776,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jhilimili Colliery,,,,,,,,,0,Jhilimili Colliery,Contextual_Fuzzy,-0.1408194237609034,0.1408194237609034,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.06,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jhingurda Project,,,,,,,,,0,Jhingurda Project,Contextual_Fuzzy,-0.1119113148799924,0.1119113148799924,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0899999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jhiria,,,,,,,,,0,Jhiria,Contextual_Fuzzy,-0.1600914963481775,0.1600914963481775,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.04,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jitpur Colliery,,,,,,,,,0,Jitpur Colliery,Contextual_Fuzzy,-0.1793635689354517,0.1793635689354517,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Jogidih,,,,,,,,,0,Jogidih,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Joyrampur,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
"Junad,",,,,,,,,,0,"Junad,",Contextual_Fuzzy,-0.3624482585145556,0.3624482585145556,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.1699999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
K. Dewarkhand,,,,,,,,,0,K. Dewarkhand,Contextual_Fuzzy,0.2157139191036675,0.2157139191036675,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.43,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kabribad OC,,,,,,,,,0,Kabribad OC,Contextual_Fuzzy,0.1964418465163933,0.1964418465163933,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.41,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakatiya Khani-1 & 1A Incline,,,,,,,,,0,Kakatiya Khani-1 & 1A Incline,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakatiya Khani-5 Incline,,,,,,,,,0,Kakatiya Khani-5 Incline,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
"Kakatiya Khani-6, Incline",,,,,,,,,0,"Kakatiya Khani-6, Incline",Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakatiya Khani-8 & 8A Incline,,,,,,,,,0,Kakatiya Khani-8 & 8A Incline,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.0199999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakatiya Khani-OC II,,,,,,,,,0,Kakatiya Khani-OC II,Contextual_Fuzzy,0.0326292295245634,0.0326292295245634,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.24,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakatiya Khani-OC-III,,,,,,,,,0,Kakatiya Khani-OC-III,Contextual_Fuzzy,0.3698904998018604,0.3698904998018604,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.5900000000000001,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kakri Project,,,,,,,,,0,Kakri Project,Contextual_Fuzzy,-0.6033491658554817,0.6033491658554817,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.4199999999999997,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kalidaspur Project,,,,,,,,,0,Kalidaspur Project,Contextual_Fuzzy,-0.1793635689354516,0.1793635689354516,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kalyan Khani OC,,,,,,,,,0,Kalyan Khani OC,Contextual_Fuzzy,-0.2660878955781851,0.2660878955781851,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.07,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kalyan Khani-1 & 5 Incline,,,,,,,,,0,Kalyan Khani-1 Incline,Contextual_Fuzzy,-0.3046320407527333,0.3046320407527333,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.11,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kanchan OC,,,,,,,,,0,Kanchan OC,Contextual_Fuzzy,0.1868058102227563,0.1868058102227563,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.4,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kaniha OCP,,,,,,,,,0,Kaniha OCP,Contextual_Fuzzy,-0.5262608755063855,0.5262608755063855,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.3399999999999998,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kankanee,,,,,,,,,0,Kankanee,Contextual_Fuzzy,-0.0830032059990811,0.0830032059990811,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.12,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kapasara,,,,,,,,,0,Kapasara,Contextual_Fuzzy,-0.2853599681654592,0.2853599681654592,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.09,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kapurdi,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kargali OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Karma,,,,,,,,,0,Karma,Contextual_Fuzzy,-0.063731133411807,0.063731133411807,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.14,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
KARO SPL OC,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Karo-I OC,,,,,,,,,0,Karo-I OC,Contextual_Fuzzy,-0.3913563673954667,0.3913563673954667,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.1999999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kasipet 1 Incline,,,,,,,,,0,Kasipet 1 Incline,Contextual_Fuzzy,-0.1600914963481776,0.1600914963481776,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0399999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kasipet 2 Incline,,,,,,,,,0,Kasipet 2 Incline,Contextual_Fuzzy,-0.1697275326418146,0.1697275326418146,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kathara Colly,,,,,,,,,0,Kathara Colly.,Contextual_Fuzzy,-0.073367169705444,0.073367169705444,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.13,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kathautia Open Cast Coal Mine,,,,,,,,,0,Kathautia Open Cast Coal Mine,Contextual_Fuzzy,-0.1504554600545405,0.1504554600545405,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0499999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Katkona 1 & 2,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kedla (OC),,,,,,,,,0,Kedla (OC),Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kedla UG,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kerandari,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Ketki,,,,,,,,,0,Ketki,Contextual_Fuzzy,-0.1697275326418146,0.1697275326418146,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khadia Project,,,,,,,,,0,Khadia Project,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khairagura OC,,,,,,,,,0,Khairagura OC,Contextual_Fuzzy,0.6011553708491497,0.6011553708491497,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.8300000000000001,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khairaha,,,,,,,,,0,Khairaha,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khandra Colliery,,,,,,,,,0,Khandra Colliery,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kharkharee,,,,,,,,,0,Kharkharee,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khas Kajora Colliery,,,,,,,,,0,Khas Kajora Colliery,Contextual_Fuzzy,-0.2275437504036369,0.2275437504036369,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khoodia,,,,,,,,,0,Khoodia,Contextual_Fuzzy,-0.1697275326418146,0.1697275326418146,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.03,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khottadih OCP,,,,,,,,,0,Khottadih OCP,Contextual_Fuzzy,-0.2853599681654592,0.2853599681654592,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.09,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Khottadih UG,,,,,,,,,0,Khottadih UG,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kistaram OC,,,,,,,,,0,Kistaram OC,Contextual_Fuzzy,0.1868058102227562,0.1868058102227562,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.3999999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
"Kolarpimpri,",,,,,,,,,0,"Kolarpimpri,",Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kolgaon OC,,,,,,,,,0,Kolgaon OC,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kondapuram UG,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Koya Gundem OC II,,,,,,,,,0,Koya Gundem OC II,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Krishnshila OCP,,,,,,,,,0,Krishnshila OCP,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kujama,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kuju Colliery,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kulda OCP Balinga,,,,,,,,,0,Kulda OCP Balinga,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kumardhubi Colliery,,,,,,,,,0,Kumardhubi Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kumardihi-A Colliery,,,,,,,,,0,Kumardihi-A Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kumda 7 & 8,,,,,,,,,0,Kumda 7 & 8,Contextual_Fuzzy,-0.2082716778163628,0.2082716778163628,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kunustoria Colliery,,,,,,,,,0,Kunustoria Colliery,Contextual_Fuzzy,-0.2179077141099998,0.2179077141099998,0.0,Normal,Latest production change is within the normal range of observed production changes.,-0.02,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kurasia UG,,,,,,,,,0,Kurasia UG,Contextual_Fuzzy,-0.1889996052290887,0.1889996052290887,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.01,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kurja/Sheetaldhara/Kapildhara,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Kusmunda Project,,,,,,,,,0,Kusmunda Project,Contextual_Fuzzy,6.623678054372313,6.623678054372313,1.0,Highly Unusual,Production increased by 7.08 MT compared with the previous year; the change is statistically unusual (Z-score: 6.62).,7.080000000000005,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Kuya,,,,,,,,,0,Kuya,Contextual_Fuzzy,-0.1215473511736297,0.1215473511736297,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0799999999999996,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Laiyo UGP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Lajkura OCP,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Lakhimata,,,,,,,,,0,Lakhimata,Contextual_Fuzzy,-0.1889996052290888,0.1889996052290888,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0099999999999999,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Lingaraj OCP,,,,,,,,,0,Lingaraj OCP,Contextual_Fuzzy,0.7938760967218883,0.7938760967218883,0.0,Normal,Latest production change is within the normal range of observed production changes.,1.0299999999999976,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Lower Kenda Colliery,,,,,,,,,0,Lower Kenda Colliery,Contextual_Fuzzy,-0.1986356415227257,0.1986356415227257,0.0,Normal,Latest production change is within the normal range of observed production changes.,0.0,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
Madhaipur,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Madhaipur Mixed,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Madhusudanpur 7 Pit & Incline,,,,,,,,,0,,,,,,,,,,0,0,0.0,Insufficient Evidence,0,Mine-level safety evidence unavailable
Magadh OCP,,,,,,,,,0,Magadh OCP,Contextual_Fuzzy,4.060492400264852,4.060492400264852,1.0,Highly Unusual,Production increased by 4.42 MT compared with the previous year; the change is statistically unusual (Z-score: 4.06).,4.42,True,1,1,50.0,Operational Only,0,Mine-level safety evidence unavailable
