Source,Source_Mine_Name,Source_Company,Source_State,Master_Mine_Name,Master_Company,Master_State,Master_District,Master_Coalfield,Master_Area,Master_Mine_Type,Master_Ownership,Match_Type,Match_Score,Score_Gap,Review_Required,Mapping_Status
Production,Churcha RO,SECL,Chhattisgarh,Churcha RO,SECL,Chhattisgarh,KOREA,Central India,Baikunthpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Churcha West,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6988,0.0764,Yes,Unmatched
Production,DVC Bermo Mines,DVC,Jharkhand,DVC Tubed Mines,DVC,Jharkhand,LATEHAR,Auranga,DVC Tubed,Opencast,PUBLIC,Possible,0.776,0.384,Yes,Matched_Review
Production,DVC Tubed Mines,DVC_T,Jharkhand,DVC Tubed Mines,DVC,Jharkhand,LATEHAR,Auranga,DVC Tubed,Opencast,PUBLIC,Contextual_Fuzzy,0.93,0.5648,Yes,Matched_Review
Production,Dabor Ph-II & III OC,ECL,West Bengal,Dabor Ph-II & III OC,ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4733,Yes,Matched_Review
Production,Dakra Bukbuka,CCL,Jharkhand,Dakra Bukbuka OC,CCL,Jharkhand,RANCHI,N.K.Coalfields,North Karanpura,Opencast,PUBLIC,Possible,0.8632,0.3616,Yes,Matched_Review
Production,Dalurband OC,ECL,West Bengal,Dalurband OC,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.406,Yes,Matched_Review
Production,Dalurband OC Patch,ECL,West Bengal,Dalurband OC,ECL,West Bengal,Bardhaman,Raniganj,Pandaveswar,Opencast,PUBLIC,Possible,0.8227,0.0862,Yes,Matched_Review
Production,Damagoria OCP,BCCL,West Bengal,,,,,,,,,Unmatched,0.5176,0.009,Yes,Unmatched
Production,Damini,SECL,Madhya Pradesh,Damini,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5062,Yes,Matched_Review
Production,Damoda,BCCL,Jharkhand,Damoda,BCCL,Jharkhand,DHANBAD,Jharia,Barora,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Dhankasa & Jamunia,WCL,Madhya Pradesh,Dhankasa & Jamunia,WCL,Madhya Pradesh,CHHINDWARA,Pench & Kanhan,Pench,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Dhanpuri,SECL,Madhya Pradesh,Dhanpuri,SECL,Madhya Pradesh,SHAHDOL,Central India,Sohagpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,Dharam Incline,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5594,0.0403,Yes,Unmatched
Production,Dharmabandh/S.Govindpur/Teturiya,BCCL,Jharkhand,,,,,,,,,Unmatched,0.49,0.0279,Yes,Unmatched
Production,Dhelwadih Colliery,SECL,Chhattisgarh,Dhelwadih Colliery,SECL,Chhattisgarh,KORBA,Central India,Korba,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5133,Yes,Matched_Review
Production,Dhemomain Incl Colliery,ECL,West Bengal,Dhemomain Incl Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2644,Yes,Matched_Review
Production,Dhemomain Pit Colliery,ECL,West Bengal,Dhemomain Pit Colliery,ECL,West Bengal,Bardhaman,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2644,Yes,Matched_Review
Production,Dhoptala OC (Sasti Colliery),WCL,Maharashtra,Dhoptala OC (Sasti Colliery),WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.434,Yes,Matched_Review
Production,Dhore East OC,CCL,Jharkhand,,,,,,,,,Unmatched,0.6671,0.0971,Yes,Unmatched
Production,Dhori Khas(OC),CCL,Jharkhand,Dhori Khas(UG),CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Underground,PUBLIC,Possible,0.7954,0.2063,Yes,Matched_Review
Production,Dhori Khas(UG),CCL,Jharkhand,Dhori Khas(UG),CCL,Jharkhand,BOKARO,E. Bokaro,Dhori Area,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.43,Yes,Matched_Review
Production,Dhorwasa OC,WCL,Maharashtra,,,,,,,,,Unmatched,0.61,0.0167,Yes,Unmatched
Production,"Digwadih Colliery,",TSL,Jharkhand,,,,,,,,,Unmatched,0.4292,0.0149,Yes,Unmatched
Production,Dipka,SECL,Chhattisgarh,Dipka,SECL,Chhattisgarh,KORBA,Central India,Dipka,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.52,Yes,Matched_Review
Production,Dobari,BCCL,Jharkhand,,,,,,,,,Unmatched,0.524,0.014,Yes,Unmatched
Production,Dubeswari Colliery,ECL,West Bengal,Dubeswari Colliery,ECL,West Bengal,PURULIA,Raniganj,Sodepur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4809,Yes,Matched_Review
Production,Dudhichua OCP,NCL,Uttar Pradesh,Dudhichua Project,NCL,Uttar Pradesh,SONBHADRA,Singrauli,Dudhichua,Opencast,PUBLIC,Possible,0.7836,0.1803,Yes,Matched_Review
Production,Dudhichua Project,NCL,Uttar Pradesh,Dudhichua Project,NCL,Uttar Pradesh,SONBHADRA,Singrauli,Dudhichua,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Dugga,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.468,0.0,Yes,Unmatched
Production,Dulanga Coal Mining Project,NTPC,Odisha,Dulanga Coal Mining Project,NTPC,Odisha,SUNDARGARH,IB Vlley,Dulanga,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.522,Yes,Matched_Review
Production,Duman Hill,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.4867,0.0098,Yes,Unmatched
Production,Durgapur OC,WCL,Maharashtra,,,,,,,,,Unmatched,0.6988,0.0102,Yes,Unmatched
Production,Durgapur Open Cast,WCL,Maharashtra,Durgapur Open Cast,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.424,Yes,Matched_Review
Production,Durgapur Rayatwari Colly,WCL,Maharashtra,Durgapur Rayatwari Colly,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.378,Yes,Matched_Review
Production,E. Bassuriya,BCCL,Jharkhand,E.Basuria,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Possible,0.7713,0.2452,Yes,Matched_Review
Production,E.Basuria,BCCL,Jharkhand,E.Basuria,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.455,Yes,Matched_Review
Production,E.Katras,BCCL,Jharkhand,,,,,,,,,Unmatched,0.591,0.111,Yes,Unmatched
Production,Ena,BCCL,Jharkhand,Ena,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.46,Yes,Matched_Review
Production,G & G B Coal Mine,WBPDCL_GB,West Bengal,G & G B Coal Mine,WBPDCL,West Bengal,BIRBHUM,Raniganj,Gangaramchak,Opencast,PUBLIC,Contextual_Fuzzy,0.936,0.464,Yes,Matched_Review
Production,GP-IV-8 Coal Mine,AMBUJA,Chhattisgarh,GP-IV-8 Coal Mine,AMBUJA,Chhattisgarh,RAIGARH,Mand Raigarh,Raigarh,Underground,PRIVATE,Contextual_Fuzzy,1.0,0.6122,Yes,Matched_Review
Production,Gangaramchak Bhadulia,WBPDCL,West Bengal,,,,,,,,,Unmatched,0.4355,0.0196,Yes,Unmatched
Production,Gare Palma 1,JPL,Chhattisgarh,Gare Palma IV/1,JPL,Chhattisgarh,RAIGARH,Mand Raigarh,Gare Palma,Opencast,PRIVATE,Possible,0.8833,0.1714,Yes,Matched_Review
Production,Gare Palma IV/1,JPL,Chhattisgarh,Gare Palma IV/1,JPL,Chhattisgarh,RAIGARH,Mand Raigarh,Gare Palma,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.1925,Yes,Matched_Review
Production,Gare Palma IV/2 &3,JPL_IV/2 & 3,Chhattisgarh,Gare Palma IV/2&3,JPL,Chhattisgarh,RAIGARH,Mand- Raigarh,Gare Palma,Opencast,PRIVATE,Possible,0.8754,0.0582,Yes,Matched_Review
Production,Gare Palma IV/2&3,SECL,Chhattisgarh,Gare Palma IV/2&3,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.1657,Yes,Matched_Review
Production,Gare Palma IV/4 Coal Mine,HIL,Chhattisgarh,,,,,,,,,Unmatched,0.616,0.0057,Yes,Unmatched
Production,Gare Palma IV/5 Coal Mine,HIL,Chhattisgarh,,,,,,,,,Unmatched,0.616,0.0057,Yes,Unmatched
Production,Gare Palma IV/7,SEML,Chhattisgarh,Gare Palma IV/7,SEML,Chhattisgarh,RAIGARH,Mand Raigarh,Tamnar Tehsil,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.28,Yes,Matched_Review
Production,Gare Palma Sector III,CSPGCL,Chhattisgarh,Gare Palma Sector III,CSPGCL,Chhattisgarh,RAIGARH,Mand Raigarh,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4547,Yes,Matched_Review
Production,Gare palma IV/6 vill- Kenjemura,JSPL_GP IV/6,Chhattisgarh,,,,,,,,,Unmatched,0.6467,0.1173,Yes,Unmatched
Production,Garjanbahal OCP,MCL,Odisha,Garjanbahal OCP,MCL,Odisha,SUNDARGARH,IB Valley,Basundhara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3379,Yes,Matched_Review
Production,"Gautham Khani,",SCCL,Telangana,,,,,,,,,Unmatched,0.6841,0.0086,Yes,Unmatched
Production,Gayatri,SECL,Chhattisgarh,Gayatri,SECL,Chhattisgarh,SURGUJA,Central India,Bisrampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4375,Yes,Matched_Review
Production,Gevra,SECL,Chhattisgarh,Gevra,SECL,Chhattisgarh,KORBA,Central India,Gevra,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Ghanoodih,BCCL,Jharkhand,,,,,,,,,Unmatched,0.5471,0.0371,Yes,Unmatched
Production,"Ghonsa,",WCL,Maharashtra,"Ghonsa,",WCL,Maharashtra,YAVATMAL,Wardha Valley,Wani North,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5425,Yes,Matched_Review
Production,Ghorawari-1,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.6125,0.1258,Yes,Unmatched
Production,Ghorawari-2/Bharat OC,WCL,Madhya Pradesh,,,,,,,,,Unmatched,0.4841,0.0246,Yes,Unmatched
Production,Ghugus OCM,WCL,Maharashtra,,,,,,,,,Unmatched,0.5933,0.0,Yes,Unmatched
Production,Gidi `A',CCL,Jharkhand,Gidi `A',CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Argada,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2567,Yes,Matched_Review
Production,Gidi `C',CCL,Jharkhand,Gidi `C',CCL,Jharkhand,HAZARIBAGH,S.K.Coalfields,Argada,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2567,Yes,Matched_Review
Production,Giridih OC,CCL,Jharkhand,Giridih OC,CCL,Jharkhand,GIRIDIH,Giridih,Giridih OC,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3394,Yes,Matched_Review
Production,Giridih UG,CCL,Jharkhand,Giridih OC,CCL,Jharkhand,GIRIDIH,Giridih,Giridih OC,Opencast,PUBLIC,Possible,0.7293,0.1402,Yes,Matched_Review
Production,Godavari Khani-1 & 3,SCCL,Telangana,Godavari Khani 1 & 3,SCCL,Telangana,KHAMMAM,Godavari Valley,Ramagundam-I,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2434,Yes,Matched_Review
Production,Godavari Khani-11,SCCL,Telangana,Godavari Khani-11 Incline,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-I,Underground,PUBLIC,Possible,0.85,0.054,Yes,Matched_Review
Production,Godavari Khani-11 Incline,SCCL,Telangana,Godavari Khani-11 Incline,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-I,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2746,Yes,Matched_Review
Production,Godavari Khani-2 & 2A,SCCL,Telangana,Godavari Khani-2 & 2A,SCCL,Telangana,KHAMMAM,Godavari Valley,Ramagundam-I,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2434,Yes,Matched_Review
Production,Godavari Khani-7 LEP,SCCL,Telangana,Godavari Khani 1 & 3,SCCL,Telangana,KHAMMAM,Godavari Valley,Ramagundam-I,Underground,PUBLIC,Possible,0.747,0.0091,Yes,Matched_Review
Production,Godavarikhani V OC,SCCL,Telangana,Godavarikhani V OC,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-I,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.35,Yes,Matched_Review
Production,Godavarikhani v OC,SCCL,Telangana,Godavarikhani V OC,SCCL,Telangana,PEDDAPALLI,Godavari Valley,Ramagundam-I,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.35,Yes,Matched_Review
Production,Gokul Mine,WCL,Maharashtra,,,,,,,,,Unmatched,0.6871,0.0979,Yes,Unmatched
Production,Gokul OC Mine + Gokul Extn.,WCL,Maharashtra,Gokul OC Mine + Gokul Extn.,WCL,Maharashtra,NAGPUR,Umrer,Umrer,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3837,Yes,Matched_Review
Production,Gondegaon,WCL,Maharashtra,,,,,,,,,Unmatched,0.5777,0.0486,Yes,Unmatched
Production,Gondudih/K.Kusunda,BCCL,Jharkhand,Gondudih/Khas Kusunda,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Possible,0.8277,0.2466,Yes,Matched_Review
Production,Gondudih/Khas Kusunda,BCCL,Jharkhand,Gondudih/Khas Kusunda,BCCL,Jharkhand,DHANBAD,Jharia,Kusunda,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4342,Yes,Matched_Review
Production,Gopalichuck,BCCL,Jharkhand,Gopalichuck,BCCL,Jharkhand,DHANBAD,Jharia,P.B.Project,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.532,Yes,Matched_Review
Production,Gopinathpur,ECL,Jharkhand,Gopinathpur,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.5133,Yes,Matched_Review
Production,Gotitoria (East & West),BSMPL,Madhya Pradesh,,,,,,,,,Unmatched,0.6973,0.3514,Yes,Unmatched
Production,Gotitoria (East) & Gotitora (West),BSMPL,Madhya Pradesh,,,,,,,,,Unmatched,0.613,0.311,Yes,Unmatched
Production,Gourandi Begunia,ECL,West Bengal,,,,,,,,,Unmatched,0.5718,0.0008,Yes,Unmatched
Production,Gourangdhi Extn OC,ECL,West Bengal,Gourangdih Extn OC,ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Possible,0.8367,0.2058,Yes,Matched_Review
Production,Gourangdih Extn OC,ECL,West Bengal,Gourangdih Extn OC,ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3691,Yes,Matched_Review
Production,Gouri -Pauni(A) OCM,WCL,Maharashtra,Gouri -Pauni(A) OCM,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3926,Yes,Matched_Review
Production,Gouri Deep,WCL,Maharashtra,Gouri Deep,WCL,Maharashtra,CHANDRAPUR,Wardha,Ballarpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4262,Yes,Matched_Review
Production,Gouri Exp(A),WCL,Maharashtra,,,,,,,,,Unmatched,0.69,0.008,Yes,Unmatched
Production,Gouthampur Khani OCP,SCCL,Telangana,Gouthampur Khani OCP,SCCL,Telangana,KHAMMAM,Godavari Valley,Kothagudem,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3787,Yes,Matched_Review
Production,Govinda,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.6,0.132,Yes,Unmatched
Production,Govindpur Ph-II OCP,CCL,Jharkhand,Govindpur Ph-II OCP,CCL,Jharkhand,BOKARO,E. Bokaro,Kathara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.36,Yes,Matched_Review
Production,"Govindpur,",CCL,Jharkhand,Govindpur,CCL,Jharkhand,BOKARO,E. Bokaro,Kathara,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.36,Yes,Matched_Review
Production,Hakdibari,SECL,Chhattisgarh,,,,,,,,,Unmatched,0.6733,0.14,Yes,Unmatched
Production,Haldibari,SECL,Chhattisgarh,Haldibari,SECL,Chhattisgarh,KOREA,Central India,Hasdeo,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Harad Incline,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.5358,0.0124,Yes,Unmatched
Production,Hariajam,ECL,Jharkhand,Hariajam,ECL,Jharkhand,DHANBAD,Mugma/Salanpur,Mugma,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.476,Yes,Matched_Review
Production,Hesagoda,CCL,Jharkhand,,,,,,,,,Unmatched,0.4909,0.0141,Yes,Unmatched
Production,Hindustan Lalpeth Colliery No.1,WCL,Maharashtra,Hindustan Lalpeth Colliery No.1,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.208,Yes,Matched_Review
Production,Hindustan Lalpeth OC,WCL,Maharashtra,Hindustan Lalpeth OC,WCL,Maharashtra,CHANDRAPUR,Wardha,Chandrapur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.208,Yes,Matched_Review
Production,Hingula OCP,MCL,Odisha,Hingula OCP,MCL,Odisha,Angul,Talcher,Hingula,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3145,Yes,Matched_Review
Production,Hirakhand Bundia Mine,MCL,Odisha,Hirakhand Bundia Mine,MCL,Odisha,JHARSUGUDA,IB Valley,Orient,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.5092,Yes,Matched_Review
Production,Hura C,ECL,Jharkhand,Hurra C,ECL,Jharkhand,GODDA,Rajmahal,Rajmahal,Opencast,PUBLIC,Possible,0.781,0.257,Yes,Matched_Review
Production,Hurra'C',ECL,Jharkhand,Hurra C,ECL,Jharkhand,GODDA,Rajmahal,Rajmahal,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.49,Yes,Matched_Review
Production,Hurrlidih,BCCL,Jharkhand,,,,,,,,,Unmatched,0.5625,0.0525,Yes,Unmatched
Production,Hutar Tetaria Khar,CCL,Jharkhand,Tetaria Khar,CCL,Jharkhand,LATEHAR,N.K.Coalfields,Rajhara,Opencast,PUBLIC,Possible,0.8227,0.333,Yes,Matched_Review
Production,"Indaram Khani-1A, Incline",SCCL,Telangana,"Indaram Khani-1A, Incline",SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2471,Yes,Matched_Review
Production,Indaram Khani-OC,SCCL,Telangana,Indaram Khani-OC,SCCL,Telangana,MANCHERIAL,Godavari Valley,Srirampur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.2635,Yes,Matched_Review
Production,Inder UG to OC,WCL,Maharashtra,Adasa (UG to OC),WCL,Maharashtra,NAGPUR,Kamptee/Silewara,Nagpur,Opencast,PUBLIC,Possible,0.768,0.121,Yes,Matched_Review
Production,Int. Lakhanpur-Belpahar-Lilari OCP,MCL,Odisha,Int. Lakhanpur-Belpahar-Lilari OCP,MCL,Odisha,JHARSUGUDA,IB Valley,Lakhanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4433,Yes,Matched_Review
Production,Itapara OC Patch,ECL,West Bengal,Itapara OC Patch,ECL,West Bengal,Bardhaman,Mugma/Salanpur,Salanpur,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.414,Yes,Matched_Review
Production,J. K. Nagar Colliery,ECL,West Bengal,J. K. Nagar Colliery,ECL,West Bengal,Bardhaman,Raniganj,Satgram,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.4789,Yes,Matched_Review
Production,Jaganathpur,SECL,Chhattisgarh,Jaganathpur,SECL,Chhattisgarh,SURGUJA,Central India,Bhatgaon,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4667,Yes,Matched_Review
Production,Jagannath OCP,MCL,Odisha,Jagannath Re-org OCP,MCL,Odisha,Angul,Talcher,Jagannath,Opencast,PUBLIC,Possible,0.7709,0.0854,Yes,Matched_Review
Production,Jagannath Re-org OCP,MCL,Odisha,Jagannath Re-org OCP,MCL,Odisha,Angul,Talcher,Jagannath,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.42,Yes,Matched_Review
Production,Jagannath UG,MCL,Odisha,,,,,,,,,Unmatched,0.6448,0.1538,Yes,Unmatched
Production,Jainagar 3 & 4 ( Old),SECL,Chhattisgarh,,,,,,,,,Unmatched,0.468,0.0,Yes,Unmatched
Production,Jainagar 5 & 6 ( New),SECL,Chhattisgarh,,,,,,,,,Unmatched,0.5528,0.0848,Yes,Unmatched
Production,Jalagam Vengala Rao OC-2,SCCL,Telangana,Jalagam Vengala Rao OC-2,SCCL,Telangana,KHAMMAM,Godavari Valley,Kothagudem,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.465,Yes,Matched_Review
Production,"Jamadoba Colliery,",TSL,Jharkhand,Jamadoba Colliery,TSL,Jharkhand,DHANBAD,Jharia,Jamadoba,Mixed,PRIVATE,Contextual_Fuzzy,1.0,0.5518,Yes,Matched_Review
Production,Jambad OCP,ECL,West Bengal,Jambad OCP,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.21,Yes,Matched_Review
Production,Jambad UG Colliery,ECL,West Bengal,Jambad UG Colliery,ECL,West Bengal,Bardhaman,Raniganj,Kajora,Underground,PUBLIC,Contextual_Fuzzy,1.0,0.2972,Yes,Matched_Review
Production,Jamkhani Coal Mine,Vedanta,Odisha,Jamkhani Coal Mine,Vedanta,Odisha,SUNDARGARH,IB River,IB River,Opencast,PRIVATE,Contextual_Fuzzy,1.0,0.5582,Yes,Matched_Review
Production,Jampali,SECL,Chhattisgarh,Jampali,SECL,Chhattisgarh,RAIGARH,Central India,Raigarh,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.4375,Yes,Matched_Review
Production,Jamuna 9 & 10,SECL,Madhya Pradesh,Jamuna 9 & 10 Jamuna RO,SECL,Madhya Pradesh,SHAHDOL,Central India,Jamuna & Kotma,Underground,PUBLIC,Possible,0.7987,0.3219,Yes,Matched_Review
Production,Jamuna OC,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.6898,0.0312,Yes,Unmatched
Production,Jamuna RO,SECL,Madhya Pradesh,,,,,,,,,Unmatched,0.692,0.0467,Yes,Unmatched
Production,Jarangdih OC.,CCL,Jharkhand,Jarangdih OC,CCL,Jharkhand,BOKARO,E. Bokaro,Kathara,Opencast,PUBLIC,Contextual_Fuzzy,1.0,0.3394,Yes,Matched_Review
Production,Jarangdih UG.,CCL,Jharkhand,Jarangdih OC,CCL,Jharkhand,BOKARO,E. Bokaro,Kathara,Opencast,PUBLIC,Possible,0.7433,0.182,Yes,Matched_Review
