Producing Mine,State,Company,Production_2021_22,Production_2022_23,Production_2023_24,Change_2021_22_to_2022_23,Change_2022_23_to_2023_24,Percentage_Change_21_22_to_22_23,Percentage_Change_22_23_to_23_24,Production_Mean,Production_Std,Observation_Count,Zero_Production_Count,Latest_Production_Change,Latest_Percentage_Change,Missing_2021_22,Missing_2022_23,Missing_2023_24,Data_Sufficient
Porascol West Colliery,West Bengal,ECL,0.08,0.07,0.06,-0.009999999999999995,-0.010000000000000009,-12.499999999999993,-14.285714285714295,0.07,0.010000000000000002,3,0,-0.010000000000000009,-14.285714285714295,0,0,0,1
Prakasham Khani OC,Telangana,SCCL,9.75,9.75,10.45,0.0,0.6999999999999993,0.0,7.179487179487172,9.983333333333333,0.4041451884327376,3,0,0.6999999999999993,7.179487179487172,0,0,0,1
Pundi,Jharkhand,CCL,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3,3,0.0,,0,0,0,1
Pure Searsole Colliery,West Bengal,ECL,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,3,0,0.0,0.0,0,0,0,1
Purnadih,Jharkhand,CCL,0.4,0.73,0.59,0.32999999999999996,-0.14,82.49999999999999,-19.178082191780824,0.5733333333333333,0.16563010998406458,3,0,-0.14,-19.178082191780824,0,0,0,1
ROCP/S. Jharia,Jharkhand,BCCL,1.09,1.64,2.16,0.5499999999999998,0.5200000000000002,50.45871559633025,31.70731707317075,1.6300000000000001,0.5350700888668698,3,0,0.5200000000000002,31.70731707317075,0,0,0,1
Rajendra,Madhya Pradesh,SECL,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,3,0,0.0,0.0,0,0,0,1
Rajgamar 4 & 5,Chhattisgarh,SECL,0.05,,,,,,,0.05,,1,0,,,0,1,1,0
Rajgamar 6 & 7,Chhattisgarh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Rajgamar- 4&5,Chhattisgarh,SECL,,,0.01,,,,,0.01,,1,0,,,1,1,0,0
Rajgamar- 6 & 7,Chhattisgarh,SECL,,0.03,,,,,,0.03,,1,0,,,1,0,1,0
Rajhara,Jharkhand,CCL,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3,3,0.0,,0,0,0,1
Rajmahal OCP,Jharkhand,ECL,5.47,5.38,12.05,-0.08999999999999986,6.670000000000001,-1.6453382084095038,123.97769516728627,7.633333333333333,3.825210233873863,3,0,6.670000000000001,123.97769516728627,0,0,0,1
Rajnagar,Madhya Pradesh,SECL,0.0,0.0,0.63,0.0,0.63,,,0.21,0.3637306695894642,3,2,0.63,,0,0,0,1
Rajnagar RO,Madhya Pradesh,SECL,0.21,0.19,0.13,-0.01999999999999999,-0.06,-9.523809523809518,-31.57894736842105,0.17666666666666667,0.04163331998932265,3,0,-0.06,-31.57894736842105,0,0,0,1
Rajpura,Jharkhand,ECL,0.15,0.07,0.08,-0.07999999999999999,0.009999999999999995,-53.333333333333336,14.285714285714276,0.09999999999999999,0.04358898943540673,3,0,0.009999999999999995,14.285714285714276,0,0,0,1
Rajrappa Project,Jharkhand,CCL,0.88,1.33,1.3,0.45000000000000007,-0.030000000000000027,51.13636363636365,-2.2556390977443628,1.17,0.2515949125081825,3,0,-0.030000000000000027,-2.2556390977443628,0,0,0,1
Rajur UG,Maharashtra,WCL,,0.05,0.06,,0.009999999999999995,,19.99999999999999,0.055,0.007071067811865472,2,0,0.009999999999999995,19.99999999999999,1,0,0,1
Rajur/Bhandewada Inc,Maharashtra,WCL,0.05,,,,,,,0.05,,1,0,,,0,1,1,0
Ramagundam OC-I Extn. Ph-II,Telangana,SCCL,3.3,3.3,3.7,0.0,0.40000000000000036,0.0,12.121212121212132,3.4333333333333336,0.23094010767585052,3,0,0.40000000000000036,12.121212121212132,0,0,0,1
Ramagundam OC-II Extn,Telangana,SCCL,3.24,2.41,2.22,-0.8300000000000001,-0.18999999999999995,-25.617283950617285,-7.883817427385889,2.6233333333333335,0.5424327915358117,3,0,-0.18999999999999995,-7.883817427385889,0,0,0,1
Ramagundam-OC 3 & OC III,Telangana,SCCL,8.16,8.16,9.5,0.0,1.3399999999999999,0.0,16.421568627450977,8.606666666666667,0.7736493607140985,3,0,1.3399999999999999,16.421568627450977,0,0,0,1
Ramakrishnapur OC,Telangana,SCCL,2.2,1.88,1.87,-0.3200000000000003,-0.009999999999999787,-14.545454545454556,-0.5319148936170099,1.9833333333333334,0.1877054430040146,3,0,-0.009999999999999787,-0.5319148936170099,0,0,0,1
Ramnagar Colliery,West Bengal,IISCO,0.02,,,,,,,0.02,,1,0,,,0,1,1,0
Ramnagar Colliery,West Bengal,IISCOR,,0.02,0.08,,0.06,,300.0,0.05,0.042426406871192854,2,0,0.06,300.0,1,0,0,1
Rampur Batura,Madhya Pradesh,SECL,,0.05,1.22,,1.17,,2340.0,0.635,0.8273149339882605,2,0,1.17,2340.0,1,0,0,1
Raniatari,Chhattisgarh,SECL,0.41,0.48,0.48,0.07,0.0,17.073170731707318,0.0,0.4566666666666666,0.04041451884327381,3,0,0.0,0.0,0,0,0,1
Ravindra Khani-1A Incline,Telangana,SCCL,,0.07,0.02,,-0.05,,-71.42857142857143,0.045000000000000005,0.03535533905932738,2,0,-0.05,-71.42857142857143,1,0,0,1
"Ravindra Khani-1A,",Telangana,SCCL,0.09,,,,,,,0.09,,1,0,,,0,1,1,0
Ravindra Khani-5 Incline,Telangana,SCCL,0.29,0.3,0.28,0.010000000000000009,-0.019999999999999962,3.448275862068969,-6.666666666666654,0.29,0.009999999999999981,3,0,-0.019999999999999962,-6.666666666666654,0,0,0,1
Ravindra Khani-6 Incline,Telangana,SCCL,0.3,0.21,0.2,-0.09,-0.009999999999999981,-30.0,-4.761904761904753,0.23666666666666666,0.05507570547286101,3,0,-0.009999999999999981,-4.761904761904753,0,0,0,1
"Ravindra Khani-7,Incline",Telangana,SCCL,0.32,0.34,0.34,0.020000000000000018,0.0,6.250000000000005,0.0,0.3333333333333333,0.011547005383792525,3,0,0.0,0.0,0,0,0,1
"Ravindra Khani-New Tech,",Telangana,SCCL,0.27,0.18,0.16,-0.09000000000000002,-0.01999999999999999,-33.33333333333334,-11.111111111111107,0.20333333333333334,0.05859465277082316,3,0,-0.01999999999999999,-11.111111111111107,0,0,0,1
Rehar,Chhattisgarh,SECL,0.1,0.07,0.03,-0.03,-0.04000000000000001,-30.0,-57.14285714285715,0.06666666666666667,0.035118845842842465,3,0,-0.04000000000000001,-57.14285714285715,0,0,0,1
Religara,Jharkhand,CCL,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,3,0,0.0,0.0,0,0,0,1
Rohini,Jharkhand,CCL,0.68,0.31,0.04,-0.37000000000000005,-0.27,-54.41176470588236,-87.0967741935484,0.3433333333333333,0.3212994449626911,3,0,-0.27,-87.0967741935484,0,0,0,1
SD OC Mine,Jharkhand,CCL,1.95,1.38,1.58,-0.5700000000000001,0.20000000000000018,-29.230769230769234,14.49275362318842,1.6366666666666667,0.28919428302325295,3,0,0.20000000000000018,14.49275362318842,0,0,0,1
Salanpur,Jharkhand,BCCL,0.02,,,,,,,0.02,,1,0,,,0,1,1,0
Samleswari OCP,Odisha,MCL,5.19,6.44,8.06,1.25,1.62,24.084778420038532,25.15527950310559,6.5633333333333335,1.438969538709327,3,0,1.62,25.15527950310559,0,0,0,1
Sankarpur Colliery,West Bengal,ECL,0.25,0.22,0.19,-0.03,-0.03,-12.0,-13.636363636363635,0.21999999999999997,0.03,3,0,-0.03,-13.636363636363635,0,0,0,1
Saoner Mine - II,Maharashtra,WCL,0.13,0.15,0.18,0.01999999999999999,0.03,15.384615384615378,20.0,0.15333333333333335,0.02516611478423583,3,0,0.03,20.0,0,0,0,1
Saoner Mine - III,Maharashtra,WCL,0.12,0.13,0.14,0.010000000000000009,0.010000000000000009,8.333333333333341,7.692307692307699,0.13,0.010000000000000009,3,0,0.010000000000000009,7.692307692307699,0,0,0,1
Saoner Mine-I,Maharashtra,WCL,0.21,0.16,0.19,-0.04999999999999999,0.03,-23.809523809523807,18.75,0.18666666666666668,0.025166114784235825,3,0,0.03,18.75,0,0,0,1
Saraipali,Chhattisgarh,SECL,1.4,1.57,1.68,0.17000000000000015,0.10999999999999988,12.142857142857153,7.006369426751584,1.5499999999999998,0.14106735979665888,3,0,0.10999999999999988,7.006369426751584,0,0,0,1
Sarisatolli Coal Mine,West Bengal,CESC,1.64,1.8,1.29,0.16000000000000014,-0.51,9.756097560975618,-28.333333333333332,1.5766666666666669,0.2608320021265284,3,0,-0.51,-28.333333333333332,0,0,0,1
Sarni Mine,Madhya Pradesh,WCL,0.0,0.0,,0.0,,,,0.0,0.0,2,2,,,0,0,1,1
Sarubera Colliery,Jharkhand,CCL,0.0,0.0,,0.0,,,,0.0,0.0,2,2,,,0,0,1,1
Sasti Colliery,Maharashtra,WCL,0.04,,,,,,,0.04,,1,0,,,0,1,1,0
Sasti Expn. OCM,Maharashtra,WCL,,2.45,1.89,,-0.5600000000000003,,-22.85714285714287,2.17,0.3959797974644668,2,0,-0.5600000000000003,-22.85714285714287,1,0,0,1
Sasti OCM,Maharashtra,WCL,1.46,,,,,,,1.46,,1,0,,,0,1,1,0
Satgram Incline,West Bengal,ECL,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0,3,0,0.0,0.0,0,0,0,1
Satgram Project,West Bengal,ECL,0.05,0.05,0.03,0.0,-0.020000000000000004,0.0,-40.00000000000001,0.043333333333333335,0.011547005383792518,3,0,-0.020000000000000004,-40.00000000000001,0,0,0,1
Saunda (Ncdc),Jharkhand,CCL,0.0,0.0,,0.0,,,,0.0,0.0,2,2,,,0,0,1,1
Saunda-D,Jharkhand,CCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Sawang Colliery,Jharkhand,CCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Sayal `D',Jharkhand,CCL,0.0,0.17,1.01,0.17,0.84,,494.1176470588235,0.3933333333333333,0.5407710544521899,3,1,0.84,494.1176470588235,0,0,0,1
Sel.Dhori OC(Q.N.1),Jharkhand,CCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
"Sel.Dhori OC(SDQ-1, OC)",Jharkhand,CCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Sendra Bansjora,Jharkhand,BCCL,1.21,0.73,0.6,-0.48,-0.13,-39.66942148760331,-17.808219178082194,0.8466666666666667,0.321299444962691,3,0,-0.13,-17.808219178082194,0,0,0,1
Shampur A,Jharkhand,ECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Shampur B,Jharkhand,ECL,0.04,0.05,0.05,0.010000000000000002,0.0,25.000000000000007,0.0,0.04666666666666667,0.005773502691896258,3,0,0.0,0.0,0,0,0,1
Shanthi Khani,Telangana,SCCL,,,0.07,,,,,0.07,,1,0,,,1,1,0,0
"Shanthi Khani,",Telangana,SCCL,0.09,0.07,,-0.01999999999999999,,-22.222222222222214,,0.08,0.014142135623730944,2,0,,,0,0,1,1
Sharda,Madhya Pradesh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Sharda Highwall,Madhya Pradesh,SECL,0.32,0.66,0.71,0.34,0.04999999999999993,106.25,7.575757575757565,0.5633333333333334,0.21221058723196007,3,0,0.04999999999999993,7.575757575757565,0,0,0,1
Sharda UG,Madhya Pradesh,WCL,,,0.04,,,,,0.04,,1,0,,,1,1,0,0
Shivani,Chhattisgarh,SECL,0.2,0.18,0.23,-0.020000000000000018,0.05000000000000002,-10.000000000000009,27.77777777777779,0.20333333333333334,0.02516611478423584,3,0,0.05000000000000002,27.77777777777779,0,0,0,1
Shivpuri,Madhya Pradesh,WCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Shobhapur Mine,Madhya Pradesh,WCL,0.02,,,,,,,0.02,,1,0,,,0,1,1,0
Shyam Sundarpur Colliery,West Bengal,ECL,0.65,0.66,0.72,0.010000000000000009,0.05999999999999994,1.5384615384615397,9.090909090909081,0.6766666666666667,0.03785938897200179,3,0,0.05999999999999994,9.090909090909081,0,0,0,1
Sial Ghogri Coal Mine,Madhya Pradesh,RCCPL,0.21,0.35,0.33,0.13999999999999999,-0.019999999999999962,66.66666666666666,-5.714285714285704,0.29666666666666663,0.07571877794400365,3,0,-0.019999999999999962,-5.714285714285704,0,0,0,1
Siarmal OCP,Odisha,MCL,,,7.24,,,,,7.24,,1,0,,,1,1,0,0
Siduli Colliery,West Bengal,ECL,0.07,0.06,0.05,-0.010000000000000009,-0.009999999999999995,-14.285714285714295,-16.66666666666666,0.06,0.010000000000000002,3,0,-0.009999999999999995,-16.66666666666666,0,0,0,1
"Sijua Colliery,",Jharkhand,TSL,0.23,,,,,,,0.23,,1,0,,,0,1,1,0
"Sijua Colliery,",Jharkhand,TSLJH,,0.25,0.25,,0.0,,0.0,0.25,0.0,2,0,0.0,0.0,1,0,0,1
Sikni Open Cast Mine,Jharkhand,JSMDCL,0.05,0.31,0.34,0.26,0.030000000000000027,520.0,9.677419354838717,0.2333333333333333,0.15947831618540914,3,0,0.030000000000000027,9.677419354838717,0,0,0,1
Silewara Colliery,Maharashtra,WCL,0.08,0.05,0.07,-0.03,0.020000000000000004,-37.5,40.00000000000001,0.06666666666666667,0.015275252316519466,3,0,0.020000000000000004,40.00000000000001,0,0,0,1
Simlong OC (Hired),Jharkhand,ECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Singhali Colliery,Chhattisgarh,SECL,0.18,0.13,0.12,-0.04999999999999999,-0.010000000000000009,-27.777777777777775,-7.692307692307699,0.14333333333333334,0.03214550253664318,3,0,-0.010000000000000009,-7.692307692307699,0,0,0,1
Singori OC,Maharashtra,WCL,1.2,1.2,1.2,0.0,0.0,0.0,0.0,1.2,0.0,3,0,0.0,0.0,0,0,0,1
Sirka,Jharkhand,CCL,0.0,0.0,0.12,0.0,0.12,,,0.04,0.06928203230275508,3,2,0.12,,0,0,0,1
Somna,Madhya Pradesh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Sonepur Bazari Project,West Bengal,ECL,9.62,12.0,,2.380000000000001,,24.74012474012475,,10.809999999999999,1.6829141392239837,2,0,,,0,0,1,1
Sonepur Bazari Project OCM,West Bengal,ECL,,,12.37,,,,,12.37,,1,0,,,1,1,0,0
South Samla,West Bengal,ECL,,,0.0,,,,,0.0,,1,1,,,1,1,0,0
Srirampur OC,Telangana,SCCL,2.78,3.1,3.17,0.3200000000000003,0.06999999999999984,11.510791366906487,2.2580645161290267,3.016666666666667,0.20792626898334268,3,0,0.06999999999999984,2.2580645161290267,0,0,0,1
"Srirampur-1, Incline",Telangana,SCCL,0.15,0.3,0.11,0.15,-0.19,100.0,-63.33333333333334,0.18666666666666665,0.10016652800877812,3,0,-0.19,-63.33333333333334,0,0,0,1
Srirampur-3 & 3A Incline,Telangana,SCCL,,0.4,0.23,,-0.17,,-42.5,0.315,0.12020815280171308,2,0,-0.17,-42.5,1,0,0,1
"Srirampur-3 & 3A,",Telangana,SCCL,0.26,,,,,,,0.26,,1,0,,,0,1,1,0
Subhas Incline,Madhya Pradesh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Suliyari,Madhya Pradesh,APMDCL,0.02,,,,,,,0.02,,1,0,,,0,1,1,0
Suliyari Coal Mine,Madhya Pradesh,APMDCL,,1.95,5.0,,3.05,,156.4102564102564,3.475,2.15667568261897,2,0,3.05,156.4102564102564,1,0,0,1
Surakachhar,Chhattisgarh,SECL,0.17,0.06,0.03,-0.11000000000000001,-0.03,-64.70588235294117,-50.0,0.08666666666666667,0.07371114795831994,3,0,-0.03,-50.0,0,0,0,1
Tadicherla 1 OCM,Telangana,TGGENCO,,,2.5,,,,,2.5,,1,0,,,1,1,0,0
Tadicherla 1 OCM,Telangana,TSPGCL,,2.5,,,,,,2.5,,1,0,,,1,0,1,0
Tadicherla I OCM,Telangana,TSPGCL,2.21,,,,,,,2.21,,1,0,,,0,1,1,0
Takli Jena Bellora North & South,Maharashtra,AIPL,,,0.09,,,,,0.09,,1,0,,,1,1,0,0
Talabira 1 Coal Mine,Odisha,GMR,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Talabira I,Odisha,GMR,,0.0,,,,,,0.0,,1,1,,,1,0,1,0
Talabira II & III,Odisha,NLCIL,6.36,,,,,,,6.36,,1,0,,,0,1,1,0
Talabira II & III,Odisha,NLCIL_T-II&III,,10.03,,,,,,10.03,,1,0,,,1,0,1,0
Talabira II & III,Odisha,NLCL_II&III,,,12.64,,,,,12.64,,1,0,,,1,1,0,0
Talaipalli Coal Mine,Chhattisgarh,NTPC_TP,,2.4,7.54,,5.140000000000001,,214.1666666666667,4.97,3.6345288552988544,2,0,5.140000000000001,214.1666666666667,1,0,0,1
Talaipalli Coal Mining Project,Chhattisgarh,NTPC,0.41,,,,,,,0.41,,1,0,,,0,1,1,0
Talcher(W) UG,Odisha,MCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Tandsi,Madhya Pradesh,WCL,0.16,0.09,0.04,-0.07,-0.049999999999999996,-43.75000000000001,-55.55555555555556,0.09666666666666666,0.060277137733417085,3,0,-0.049999999999999996,-55.55555555555556,0,0,0,1
Tapin North,Jharkhand,CCL,1.5,2.06,2.22,0.56,0.16000000000000014,37.333333333333336,7.766990291262142,1.9266666666666667,0.37806525010020875,3,0,0.16000000000000014,7.766990291262142,0,0,0,1
Tapin South,Jharkhand,CCL,0.85,1.1,1.43,0.2500000000000001,0.32999999999999985,29.411764705882366,29.999999999999982,1.1266666666666667,0.2909180869821148,3,0,0.32999999999999985,29.999999999999982,0,0,0,1
Tara(E&W),West Bengal,WBPDCL_T,,,0.11,,,,,0.11,,1,0,,,1,1,0,0
Tarmi,Jharkhand,CCL,0.0,0.0,0.28,0.0,0.28,,,0.09333333333333334,0.16165807537309523,3,2,0.28,,0,0,0,1
Tasra Colliery,Jharkhand,SAIL,0.34,0.3,0.33,-0.040000000000000036,0.030000000000000027,-11.764705882352951,10.000000000000009,0.3233333333333333,0.020816659994661344,3,0,0.030000000000000027,10.000000000000009,0,0,0,1
Tawa,Madhya Pradesh,WCL,0.33,,,,,,,0.33,,1,0,,,0,1,1,0
Tawa Mine,Madhya Pradesh,WCL,,0.29,0.28,,-0.009999999999999953,,-3.4482758620689493,0.28500000000000003,0.007071067811865442,2,0,-0.009999999999999953,-3.4482758620689493,1,0,0,1
Tawa-II,Madhya Pradesh,WCL,0.35,0.46,0.42,0.11000000000000004,-0.040000000000000036,31.428571428571445,-8.69565217391305,0.41,0.055677643628300244,3,0,-0.040000000000000036,-8.69565217391305,0,0,0,1
Telwasa OC,Maharashtra,WCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Tetaria Khar,Jharkhand,CCL,1.02,0.91,1.03,-0.10999999999999999,0.12,-10.784313725490195,13.186813186813188,0.9866666666666667,0.06658328118479392,3,0,0.12,13.186813186813188,0,0,0,1
Tetulmari,Jharkhand,BCCL,0.24,0.28,0.32,0.040000000000000036,0.03999999999999998,16.666666666666682,14.285714285714276,0.28,0.04000000000000001,3,0,0.03999999999999998,14.285714285714276,0,0,0,1
Tikak Colliery,Assam,NEC,,0.2,0.2,,0.0,,0.0,0.2,0.0,2,0,0.0,0.0,1,0,0,1
Tilaboni Colliery,West Bengal,ECL,0.13,0.13,0.12,0.0,-0.010000000000000009,0.0,-7.692307692307699,0.12666666666666668,0.005773502691896263,3,0,-0.010000000000000009,-7.692307692307699,0,0,0,1
Tirap Colliery,Assam,NEC,0.03,,0.0,,,,,0.015,0.021213203435596427,2,1,,,0,1,0,1
Topa Colliery,Jharkhand,CCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Topa Marginal Scheme,Jharkhand,CCL,0.44,0.82,0.82,0.37999999999999995,0.0,86.36363636363636,0.0,0.6933333333333334,0.21939310229205777,3,0,0.0,0.0,0,0,0,1
Trans Damodar Coal Mine,West Bengal,DPL,0.51,0.55,1.0,0.040000000000000036,0.44999999999999996,7.843137254901968,81.8181818181818,0.6866666666666666,0.2720906711619002,3,0,0.44999999999999996,81.8181818181818,0,0,0,1
Ukni Deep OC,Maharashtra,WCL,1.5,,,,,,,1.5,,1,0,,,0,1,1,0
Ukni OC,Maharashtra,WCL,,1.75,1.84,,0.09000000000000008,,5.142857142857148,1.795,0.06363961030678934,2,0,0.09000000000000008,5.142857142857148,1,0,0,1
Umaria,Madhya Pradesh,SECL,0.11,0.13,0.12,0.020000000000000004,-0.010000000000000009,18.181818181818183,-7.692307692307699,0.12,0.010000000000000002,3,0,-0.010000000000000009,-7.692307692307699,0,0,0,1
Umrer,Maharashtra,WCL,3.55,,,,,,,3.55,,1,0,,,0,1,1,0
Umrer OC Mine,Maharashtra,WCL,,3.81,3.11,,-0.7000000000000002,,-18.372703412073495,3.46,0.4949747468305834,2,0,-0.7000000000000002,-18.372703412073495,1,0,0,1
Urdhan,Madhya Pradesh,WCL,0.5,0.7,0.7,0.19999999999999996,0.0,39.99999999999999,0.0,0.6333333333333333,0.11547005383792512,3,0,0.0,0.0,0,0,0,1
Urimari,Jharkhand,CCL,0.75,0.76,0.79,0.010000000000000009,0.030000000000000027,1.3333333333333344,3.947368421052635,0.7666666666666666,0.020816659994661344,3,0,0.030000000000000027,3.947368421052635,0,0,0,1
"Utkal C Coal Mine,",Odisha,JSPL_UC,,,1.03,,,,,1.03,,1,0,,,1,1,0,0
Utkal D,Odisha,NALCO,,,2.0,,,,,2.0,,1,0,,,1,1,0,0
Vakilpalli,Telangana,SCCL,0.21,0.35,0.35,0.13999999999999999,0.0,66.66666666666666,0.0,0.3033333333333333,0.0808290376865476,3,0,0.0,0.0,0,0,0,1
Vijay West,Chhattisgarh,SECL,0.49,0.5,0.5,0.010000000000000009,0.0,2.040816326530614,0.0,0.49666666666666665,0.005773502691896262,3,0,0.0,0.0,0,0,0,1
Vindhya,Madhya Pradesh,SECL,0.51,0.49,0.47,-0.020000000000000018,-0.020000000000000018,-3.921568627450984,-4.081632653061228,0.49,0.020000000000000018,3,0,-0.020000000000000018,-4.081632653061228,0,0,0,1
Vishnupuri-II,Madhya Pradesh,WCL,0.07,0.1,0.09,0.03,-0.010000000000000009,42.85714285714285,-10.000000000000009,0.08666666666666667,0.015275252316519465,3,0,-0.010000000000000009,-10.000000000000009,0,0,0,1
W. Chirimiri Patch,Chhattisgarh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
Waghoda,Maharashtra,WCL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
West Bokaro OC Quarry-AB,Jharkhand,TSL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
West Bokaro OC Quarry-AB,Jharkhand,TSLWB,,0.11,0.33,,0.22000000000000003,,200.00000000000006,0.22,0.15556349186104046,2,0,0.22000000000000003,200.00000000000006,1,0,0,1
West Bokaro OC Quarry-E,Jharkhand,TSL,3.94,,,,,,,3.94,,1,0,,,0,1,1,0
West Bokaro OC Quarry-E,Jharkhand,TSLWB,,0.12,0.25,,0.13,,108.33333333333334,0.185,0.09192388155425119,2,0,0.13,108.33333333333334,1,0,0,1
West Bokaro OC Quarry-SE,Jharkhand,TSL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
West Bokaro OC Quarry-SE,Jharkhand,TSLWB,,4.86,4.83,,-0.03000000000000025,,-0.617283950617289,4.845000000000001,0.0212132034355966,2,0,-0.03000000000000025,-0.617283950617289,1,0,0,1
West Chirimiri,Chhattisgarh,SECL,0.0,,,,,,,0.0,,1,1,,,0,1,1,0
West Jhagrakhand,Chhattisgarh,SECL,0.12,0.12,0.08,0.0,-0.039999999999999994,0.0,-33.33333333333333,0.10666666666666667,0.023094010767585025,3,0,-0.039999999999999994,-33.33333333333333,0,0,0,1
