Producing Mine,State,Company,Production_2021_22,Production_2022_23,Production_2023_24,Change_2021_22_to_2022_23,Change_2022_23_to_2023_24,Percentage_Change_21_22_to_22_23,Percentage_Change_22_23_to_23_24,Production_Mean,Production_Std,Observation_Count,Zero_Production_Count,Latest_Production_Change,Latest_Percentage_Change,Production_ZScore,Absolute_Production_ZScore,Production_Anomaly,Production_Change_Direction,Production_Anomaly_Category,Production_Anomaly_Reason,Data_Sufficient
Kasipet 1 Incline,Telangana,SCCL,0.13,0.11,0.15,-0.02,0.0399999999999999,-15.384615384615389,36.36363636363636,0.13,0.0199999999999999,3,0,0.0399999999999999,36.36363636363636,-0.16009149634817765,0.16009149634817765,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Jharkhand OCP,Jharkhand,CCL,0.5,0.37,0.41,-0.13,0.0399999999999999,-26.0,10.810810810810803,0.4266666666666667,0.0665832811847939,3,0,0.0399999999999999,10.810810810810803,-0.16009149634817765,0.16009149634817765,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Chasnalla Colliery,Jharkhand,IISCOC,,0.06,0.1,,0.04,,66.66666666666669,0.08,0.0282842712474619,2,0,0.04,66.66666666666669,-0.16009149634817754,0.16009149634817754,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Damoda,Jharkhand,BCCL,0.45,0.52,0.56,0.07,0.04,15.555555555555555,7.692307692307699,0.51,0.0556776436283002,3,0,0.04,7.692307692307699,-0.16009149634817754,0.16009149634817754,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Jhiria,Madhya Pradesh,SECL,,0.15,0.19,,0.04,,26.66666666666667,0.1699999999999999,0.0282842712474619,2,0,0.04,26.66666666666667,-0.16009149634817754,0.16009149634817754,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Neelijay OCM,Maharashtra,WCL,,4.45,4.5,,0.0499999999999998,,1.1235955056179736,4.475,0.0353553390593272,2,0,0.0499999999999998,1.1235955056179736,-0.1504554600545407,0.1504554600545407,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Sharda Highwall,Madhya Pradesh,SECL,0.32,0.66,0.71,0.34,0.0499999999999999,106.25,7.575757575757565,0.5633333333333334,0.21221058723196,3,0,0.0499999999999999,7.575757575757565,-0.15045546005454058,0.15045546005454058,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kathautia Open Cast Coal Mine,Jharkhand,HIL_KOC,,0.13,0.18,,0.0499999999999999,,38.46153846153845,0.155,0.0353553390593273,2,0,0.0499999999999999,38.46153846153845,-0.15045546005454058,0.15045546005454058,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
ABGC,Jharkhand,BCCL,0.24,0.18,0.23,-0.06,0.05,-25.0,27.77777777777779,0.2166666666666666,0.0321455025366431,3,0,0.05,27.77777777777779,-0.1504554600545405,0.1504554600545405,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Shivani,Chhattisgarh,SECL,0.2,0.18,0.23,-0.02,0.05,-10.000000000000009,27.77777777777779,0.2033333333333333,0.0251661147842358,3,0,0.05,27.77777777777779,-0.1504554600545405,0.1504554600545405,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Shyam Sundarpur Colliery,West Bengal,ECL,0.65,0.66,0.72,0.01,0.0599999999999999,1.5384615384615397,9.09090909090908,0.6766666666666667,0.0378593889720017,3,0,0.0599999999999999,9.09090909090908,-0.14081942376090356,0.14081942376090356,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Ramnagar Colliery,West Bengal,IISCOR,,0.02,0.08,,0.06,,300.0,0.05,0.0424264068711928,2,0,0.06,300.0,-0.14081942376090345,0.14081942376090345,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Nichitpur,Jharkhand,BCCL,1.73,1.73,1.79,0.0,0.06,0.0,3.4682080924855523,1.75,0.0346410161513775,3,0,0.06,3.4682080924855523,-0.14081942376090345,0.14081942376090345,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Jhilimili Colliery,Chhattisgarh,SECL,,0.31,0.37,,0.06,,19.35483870967742,0.3399999999999999,0.0424264068711928,2,0,0.06,19.35483870967742,-0.14081942376090345,0.14081942376090345,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Bhowra(S),Jharkhand,BCCL,0.26,0.36,0.71,0.0999999999999999,0.35,38.46153846153845,97.2222222222222,0.4433333333333333,0.2362907813126304,3,0,0.35,97.2222222222222,0.13862562875457105,0.13862562875457105,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Srirampur OC,Telangana,SCCL,2.78,3.1,3.17,0.3200000000000003,0.0699999999999998,11.510791366906489,2.2580645161290267,3.016666666666667,0.2079262689833426,3,0,0.0699999999999998,2.2580645161290267,-0.1311833874672666,0.1311833874672666,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kuya,Jharkhand,BCCL,2.59,2.72,2.8,0.1300000000000003,0.0799999999999996,5.019305019305033,2.9411764705882213,2.703333333333333,0.1059874206372309,3,0,0.0799999999999996,2.9411764705882213,-0.12154735117362973,0.12154735117362973,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Mathani,Madhya Pradesh,WCL,0.07,0.01,0.09,-0.06,0.08,-85.71428571428571,800.0,0.0566666666666666,0.0416333199893226,3,0,0.08,800.0,-0.12154735117362933,0.12154735117362933,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tapin South,Jharkhand,CCL,0.85,1.1,1.43,0.2500000000000001,0.3299999999999998,29.41176470588237,29.999999999999982,1.1266666666666667,0.2909180869821148,3,0,0.3299999999999998,29.999999999999982,0.11935355616729677,0.11935355616729677,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gourandi Begunia,West Bengal,ECL,1.46,1.32,1.41,-0.1399999999999999,0.0899999999999998,-9.589041095890405,6.818181818181807,1.3966666666666667,0.0709459888459758,3,0,0.0899999999999998,6.818181818181807,-0.11191131487999248,0.11191131487999248,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Jhingurda Project,Madhya Pradesh,NCL,,3.25,3.34,,0.0899999999999998,,2.7692307692307647,3.295,0.0636396103067891,2,0,0.0899999999999998,2.7692307692307647,-0.11191131487999248,0.11191131487999248,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
NAKC,Jharkhand,BCCL,0.5,0.62,0.71,0.12,0.0899999999999999,24.0,14.51612903225806,0.61,0.1053565375285273,3,0,0.0899999999999999,14.51612903225806,-0.11191131487999238,0.11191131487999238,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Ukni OC,Maharashtra,WCL,,1.75,1.84,,0.09,,5.142857142857148,1.795,0.0636396103067893,2,0,0.09,5.142857142857148,-0.11191131487999229,0.11191131487999229,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kondapuram,Telangana,SCCL,0.1,0.04,0.14,-0.06,0.1,-60.0,250.0,0.0933333333333333,0.0503322295684716,3,0,0.1,250.0,-0.10227527858635523,0.10227527858635523,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Saraipali,Chhattisgarh,SECL,1.4,1.57,1.68,0.1700000000000001,0.1099999999999998,12.142857142857151,7.006369426751584,1.5499999999999998,0.1410673597966588,3,0,0.1099999999999998,7.006369426751584,-0.09263924229271837,0.09263924229271837,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Sirka,Jharkhand,CCL,0.0,0.0,0.12,0.0,0.12,,,0.04,0.069282032302755,3,2,0.12,,-0.08300320599908113,0.08300320599908113,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tetaria Khar,Jharkhand,CCL,1.02,0.91,1.03,-0.1099999999999999,0.12,-10.784313725490197,13.186813186813188,0.9866666666666668,0.0665832811847939,3,0,0.12,13.186813186813188,-0.08300320599908113,0.08300320599908113,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gidi `C',Jharkhand,CCL,0.33,0.48,0.6,0.1499999999999999,0.12,45.45454545454544,25.0,0.47,0.1352774925846868,3,0,0.12,25.0,-0.08300320599908113,0.08300320599908113,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kankanee,Jharkhand,BCCL,0.04,0.21,0.33,0.1699999999999999,0.12,424.9999999999999,57.14285714285715,0.1933333333333333,0.1457166199626293,3,0,0.12,57.14285714285715,-0.08300320599908113,0.08300320599908113,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Bastacolla,Jharkhand,BCCL,1.42,1.81,2.1,0.3900000000000001,0.29,27.46478873239437,16.022099447513813,1.7766666666666666,0.3412232895529457,3,0,0.29,16.022099447513813,0.08080941099274874,0.08080941099274874,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kathara Colly.,Jharkhand,CCL,0.14,0.29,0.42,0.1499999999999999,0.13,107.14285714285712,44.82758620689656,0.2833333333333333,0.140118997046558,3,0,0.13,44.82758620689656,-0.07336716970544407,0.07336716970544407,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
West Bokaro OC Quarry-E,Jharkhand,TSLWB,,0.12,0.25,,0.13,,108.33333333333334,0.185,0.0919238815542511,2,0,0.13,108.33333333333334,-0.07336716970544407,0.07336716970544407,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Amera,Chhattisgarh,SECL,0.0,0.0,0.28,0.0,0.28,,,0.0933333333333333,0.1616580753730952,3,2,0.28,,0.07117337469911174,0.07117337469911174,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tarmi,Jharkhand,CCL,0.0,0.0,0.28,0.0,0.28,,,0.0933333333333333,0.1616580753730952,3,2,0.28,,0.07117337469911174,0.07117337469911174,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Aadocm,Jharkhand,CCL,1.88,2.47,2.61,0.5900000000000003,0.1399999999999996,31.382978723404275,5.668016194331971,2.32,0.3874274125562104,3,0,0.1399999999999996,5.668016194331971,-0.06373113341180742,0.06373113341180742,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
"Ghonsa,",Maharashtra,WCL,0.43,0.46,0.6,0.03,0.1399999999999999,6.976744186046519,30.43478260869564,0.4966666666666666,0.0907377172587746,3,0,0.1399999999999999,30.43478260869564,-0.06373113341180713,0.06373113341180713,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Karma,Jharkhand,CCL,0.83,0.72,0.86,-0.1099999999999999,0.14,-13.253012048192767,19.444444444444446,0.8033333333333332,0.0737111479583199,3,0,0.14,19.444444444444446,-0.06373113341180701,0.06373113341180701,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kurja/Sheetaldhara,Madhya Pradesh,SECL,0.54,0.64,0.78,0.0999999999999999,0.14,18.518518518518512,21.875000000000004,0.6533333333333334,0.1205542754668341,3,0,0.14,21.875000000000004,-0.06373113341180701,0.06373113341180701,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Mudidih,Jharkhand,BCCL,0.0,0.67,0.82,0.67,0.1499999999999999,,22.388059701492523,0.4966666666666666,0.4366157731156002,3,1,0.1499999999999999,22.388059701492523,-0.05409509711817006,0.05409509711817006,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Amagamated Dhansar-Industry,Jharkhand,BCCL,0.55,0.64,0.79,0.0899999999999999,0.15,16.36363636363636,23.437500000000004,0.66,0.1212435565298214,3,0,0.15,23.437500000000004,-0.05409509711816998,0.05409509711816998,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gidi `A',Jharkhand,CCL,0.23,0.23,0.49,0.0,0.26,0.0,113.04347826086956,0.3166666666666666,0.1501110699893026,3,0,0.26,113.04347826086956,0.05190130211183761,0.05190130211183761,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Chirimiri,Chhattisgarh,SECL,0.92,0.7,0.96,-0.22,0.26,-23.91304347826088,37.142857142857146,0.86,0.14,3,0,0.26,37.142857142857146,0.05190130211183761,0.05190130211183761,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Amgaon,Chhattisgarh,SECL,0.0,0.74,1.0,0.74,0.26,,35.13513513513514,0.58,0.5188448708429139,3,1,0.26,35.13513513513514,0.05190130211183761,0.05190130211183761,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Tapin North,Jharkhand,CCL,1.5,2.06,2.22,0.56,0.1600000000000001,37.333333333333336,7.766990291262142,1.9266666666666667,0.3780652501002087,3,0,0.1600000000000001,7.766990291262142,-0.04445906082453284,0.04445906082453284,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Dabor Ph-II & III OC,West Bengal,ECL,0.5,0.17,0.34,-0.3299999999999999,0.17,-65.99999999999999,100.0,0.3366666666666666,0.1650252505931541,3,0,0.17,100.0,-0.034823024530895856,0.034823024530895856,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gare Palma IV/7,Chhattisgarh,SEML,0.79,1.2,1.44,0.4099999999999999,0.24,51.898734177215175,20.0,1.143333333333333,0.3286842456421258,3,0,0.24,20.0,0.03262922952456349,0.03262922952456349,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Kakatiya Khani-OC II,Telangana,SCCL,1.18,1.26,1.5,0.08,0.24,6.779661016949159,19.047619047619047,1.3133333333333332,0.1665332799572906,3,0,0.24,19.047619047619047,0.03262922952456349,0.03262922952456349,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Chhatarpur 1,Madhya Pradesh,WCL,0.33,0.41,0.65,0.0799999999999999,0.24,24.242424242424228,58.53658536585368,0.4633333333333334,0.1665332799572906,3,0,0.24,58.53658536585368,0.03262922952456349,0.03262922952456349,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
New Godhur-Kusunda-Alkusa,Jharkhand,BCCL,1.02,1.03,1.21,0.01,0.1799999999999999,0.980392156862746,17.475728155339798,1.086666666666667,0.1069267662156362,3,0,0.1799999999999999,17.475728155339798,-0.025186988237258904,0.025186988237258904,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Ningha (SSI) OC,West Bengal,ECL,,0.02,0.2,,0.18,,900.0,0.11,0.1272792206135785,2,0,0.18,900.0,-0.025186988237258824,0.025186988237258824,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
Gopalichuck,Jharkhand,BCCL,0.23,0.17,0.36,-0.06,0.1899999999999999,-26.08695652173913,111.76470588235291,0.2533333333333333,0.097125348562223,3,0,0.1899999999999999,111.76470588235291,-0.015550951943621869,0.015550951943621869,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
West Bokaro OC Quarry-AB,Jharkhand,TSLWB,,0.11,0.33,,0.22,,200.00000000000009,0.22,0.1555634918610404,2,0,0.22,200.00000000000009,0.013357156937289396,0.013357156937289396,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
SD OC Mine,Jharkhand,CCL,1.95,1.38,1.58,-0.5700000000000001,0.2000000000000001,-29.230769230769237,14.49275362318842,1.6366666666666667,0.2891942830232529,3,0,0.2000000000000001,14.49275362318842,-0.005914915649984621,0.005914915649984621,0,Increase,Normal,Latest production change is within the normal range of observed production changes.,True
